"id","bucket","bugeco_linked","bugeco_ids","sighting_hw_bug","hw_bug_sighting_id","sighting_component","sighting_defect_history","all_sighting_conclusions","priority","status","status_reason","codename","title","hsd_link"
"14023199867","C_needs_review","no","","no","","","","14023246018=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B3][RPP] Machine Check Bank 0 IFU DSB_DATA_PARITY running sandstone","https://hsdes.intel.com/appstore/article/#/14023199867"
"14023204770","C_needs_review","no","","no","","","","14023832628=hw.process_defect","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B3][RPP] S1 C31 McBank 0x3 MLC C6_RESTORE_ERR entering OS after warm reset/sandstone","https://hsdes.intel.com/appstore/article/#/14023204770"
"14023210559","C_needs_review","no","","no","","","","14023641177=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP B3][RPP] S0 C18 McBank 0x3 class CORRECTED during sandstone-rf-cold stress","https://hsdes.intel.com/appstore/article/#/14023210559"
"14023385440","C_needs_review","no","","no","","","","14023641266=hw.process_defect","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP B3][RPP] MCE McBank 0x3 class UCNA MSCOD 0020 during sandstone-rf-warm","https://hsdes.intel.com/appstore/article/#/14023385440"
"14023476920","C_needs_review","no","","no","","","","14023641543=hw.process_defect","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B3][RPP] UPI 0x25 L0p Exit Error, MCE McBank 0x5 class CORRECTED (UPI recipe v20) during burnin sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/14023476920"
"14023559647","C_needs_review","no","","no","","","","14023707310=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP B3][RPP] McBankErrorHandler Skt 0x0 McBank 0x0 State 0x1 class CORRECTED during sandstone","https://hsdes.intel.com/appstore/article/#/14023559647"
"14023561125","C_needs_review","no","","no","","","","14023783615=hw.process_defect","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_SP B3][RPP] Machine Check Bank 3 Core 88 running sandstone v200","https://hsdes.intel.com/appstore/article/#/14023561125"
"14027938017","C_needs_review","no","","no","","","","","p3-medium","open","open.awaiting_debug","DMR","[ATSCALE-CLUSTER][DMR UCC][cs16ca101js0710][Hard Hang post NGA][RPP] Node hang MCERR CPU0 + Uncorrected MC Bank:10 RASIP while running AtScale_Sandstone_Sandstone_Release","https://hsdes.intel.com/appstore/article/#/14027938017"
"15017489279","C_needs_review","no","","no","","","","","p3-medium","complete","complete","CWF","[CWF][Sample Factory Test Enabling][DM] CPU soft lockup occurred in the middle of sandstone workload test","https://hsdes.intel.com/appstore/article/#/15017489279"
"16021442025","C_needs_review","no","","no","","","","14020157863=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR AP A2 X3][RPP] System failed with Bank 1 bf80000001000114 with Sandstonev150 amx tests","https://hsdes.intel.com/appstore/article/#/16021442025"
"16030227731","C_needs_review","no","","no","","","","22022290275=hw.process_defect","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][1S][VV][RPP] Node Hang PUNIT_CBB MCA_CORE_FIVR_ERR + RASIP + MLC THREE_STRIKE + CCF TOR_TIMEOUT during COLD_RESET_REDFISH_SANDSTONE","https://hsdes.intel.com/appstore/article/#/16030227731"
"16030256937","C_needs_review","no","","no","","","","22022331478=doc","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][1S][HW Burn in][RPP] System Hang IFU Internal Parity Error PRF parity + PUNIT_IMH Shutdown Suppression during AtScale_Sandstone_sandstone_combo","https://hsdes.intel.com/appstore/article/#/16030256937"
"16030286183","C_needs_review","no","","no","","","","","p3-medium","open","open.transferred","DMR","[AtScale-Cluster][DMR][AP][1S][HW Burnin][RPP] Uncorrected MC Bank:04 PUNIT_CBB MCA_CORE_FIVR_ERR during Warm_Reset_via_redfish + Sandstone","https://hsdes.intel.com/appstore/article/#/16030286183"
"22010707988","C_needs_review","no","","no","","","","","p2-high","complete","complete","ICX","[ICX HCC][Whitley][Cluster][tsx] Multiple systems failing Sandstone Combo Tests - TSX tests as main failure signature","https://hsdes.intel.com/appstore/article/#/22010707988"
"22011336113","C_needs_review","no","","no","","","","22011336176=not_a_bug","p2-high","complete","complete","ICX","[ICX][Whitley][Cluster][XCC D0] Not ok with sandstone spinlock_test0008 Core dumped Quit WW34 weekend execution","https://hsdes.intel.com/appstore/article/#/22011336113"
"22013017238","C_needs_review","no","","no","","","","14014072017=no_root_cause.rejected","p2-high","complete","complete.workaround","SPR","[OPUS-GDC][EGS SPR C2][cluster][multiple systems] Signature TOR_TIMEOUT during burnin-sandstone-rf-cold content","https://hsdes.intel.com/appstore/article/#/22013017238"
"22018873809","C_needs_review","no","","no","","","","14020635671=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR-SP_X2-ES1][RPP] Machine Check Bank 1 0xbf80000001000174 Socket 0 Core 102 during sandstone","https://hsdes.intel.com/appstore/article/#/22018873809"
"22019882449","C_needs_review","no","","no","","","","","p4-low","open","open.transferred","SRF","[Cluster][FLEX SRF_AP C0][RPP] LockStep mismatch Error Bank#0 FRC Error 0xb200000004010004 during sandstone-rf-cold","https://hsdes.intel.com/appstore/article/#/22019882449"
"22019909775","C_needs_review","no","","no","","","","14022355754=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Sandstone Cold","https://hsdes.intel.com/appstore/article/#/22019909775"
"22019909855","C_needs_review","no","","no","","","","14022356369=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Sandstone/IDLE","https://hsdes.intel.com/appstore/article/#/22019909855"
"22019909952","C_needs_review","no","","no","","","","14022356497=no_root_cause.rejected","p4-low","complete","complete.workaround","GNR","[Cluster][FLEX GNR_AP A2][RPP] Machine Check Bank 9 Last Level Cache Corrected Error during Mixer/Sandstone","https://hsdes.intel.com/appstore/article/#/22019909952"
"22022227165","C_needs_review","no","","no","","","","22022279145=no_root_cause.rejected","p1-showstopper","complete","complete.workaround","DMR","[AtScale-Cluster][DMR][AP][ES1][SFT][X4] Frequent L1 Instruction-Fetch MCE errors during sandstone branch_tree_icache_focused seed in PAIV-Mixer_random_workload","https://hsdes.intel.com/appstore/article/#/22022227165"
